gemeindeteilschluessel;gemeindename;gemeindeteilname;strassenname;strassenschluessel
13071001 0077;Alt Schwerin;Alt Schwerin;Achter de Isenbahn;1307100100115
13071001 0077;Alt Schwerin;Alt Schwerin;Am Waldeck;1307100100113
13071001 0077;Alt Schwerin;Alt Schwerin;An den Schaftannen;1307100100105
13071001 0077;Alt Schwerin;Alt Schwerin;Dorfstraße;1307100100102
13071001 0077;Alt Schwerin;Alt Schwerin;Feldstraße;1307100100114
13071001 0077;Alt Schwerin;Alt Schwerin;Hainbuchenweg;1307100100106
13071001 0077;Alt Schwerin;Alt Schwerin;Kastanienallee;1307100100103
13071001 0077;Alt Schwerin;Alt Schwerin;Lindenallee;1307100100104
13071001 0077;Alt Schwerin;Alt Schwerin;Uferweg;1307100100111
13071001 0077;Alt Schwerin;Alt Schwerin;Unter den Pappeln;1307100100110
13071001 1482;Alt Schwerin;Glashütte;Glashütte;1307100100201
13071001 2267;Alt Schwerin;Jürgenshof;Jürgenshof;1307100100302
13071001 2267;Alt Schwerin;Jürgenshof;Malchower Weg;1307100100304
13071001 2267;Alt Schwerin;Jürgenshof;Seeblick;1307100100305
13071001 2267;Alt Schwerin;Jürgenshof;Seestraße;1307100100303
13071001 3265;Alt Schwerin;Mönchbusch;Mönchbusch;1307100100401
13071001 3755;Alt Schwerin;Ortkrug;Fischweg;1307100100602
13071001 5342;Alt Schwerin;Wendorf;Insel Werder;1307100100108
13071001 5342;Alt Schwerin;Wendorf;Wendorf;1307100100107
13071002 0110;Altenhagen;Altenhagen;Dorfstraße;1307100200101
13071002 3603;Altenhagen;Neuenhagen;Hauptstraße;1307100200201
13071002 3879;Altenhagen;Philippshof;Lange Straße;1307100200301
13071003 0115;Altenhof;Altenhof;Am Findling;1307100300110
13071003 0115;Altenhof;Altenhof;Ausbau;1307100300101
13071003 0115;Altenhof;Altenhof;Birkenstraße;1307100300102
13071003 0115;Altenhof;Altenhof;Darzer Weg;1307100300103
13071003 0115;Altenhof;Altenhof;Dorfstraße;1307100300104
13071003 0115;Altenhof;Altenhof;Freyensteiner Chaussee;1307100300105
13071003 0115;Altenhof;Altenhof;Parkstraße;1307100300106
13071003 0115;Altenhof;Altenhof;Plattenweg;1307100300107
13071003 0115;Altenhof;Altenhof;Schäferweg;1307100300108
13071003 0115;Altenhof;Altenhof;Schulstraße;1307100300109
13071003 0950;Altenhof;Darze;Am Wald;1307100300201
13071003 0950;Altenhof;Darze;An der Eldequelle;1307100300202
13071003 0950;Altenhof;Darze;Malchower Chaussee;1307100300203
13071003 0950;Altenhof;Darze;Plauer Chaussee;1307100300204
13071004 0120;Altentreptow, Stadt;Altentreptow;Ahornweg;1307100400518
13071004 0120;Altentreptow, Stadt;Altentreptow;Akazienweg;1307100400517
13071004 0120;Altentreptow, Stadt;Altentreptow;Am Amtshof;1307100400122
13071004 0120;Altentreptow, Stadt;Altentreptow;Am Marktplatz;1307100400207
13071004 0120;Altentreptow, Stadt;Altentreptow;Bahnhofstraße;1307100400407
13071004 0120;Altentreptow, Stadt;Altentreptow;Barkower Straße;1307100400301
13071004 0120;Altentreptow, Stadt;Altentreptow;Brandenburger Straße;1307100400203
13071004 0120;Altentreptow, Stadt;Altentreptow;Brückengasse;1307100400201
13071004 0120;Altentreptow, Stadt;Altentreptow;Brüggenbruch;1307100400115
13071004 0120;Altentreptow, Stadt;Altentreptow;Brunnenstraße;1307100400302
13071004 0120;Altentreptow, Stadt;Altentreptow;Buchar;1307100400601
13071004 0120;Altentreptow, Stadt;Altentreptow;Buchenweg;1307100400521
13071004 0120;Altentreptow, Stadt;Altentreptow;Demminer Str.;1307100400202
13071004 0120;Altentreptow, Stadt;Altentreptow;Demminer Straße;1307100400202
13071004 0120;Altentreptow, Stadt;Altentreptow;Diesterwegstraße;1307100400501
13071004 0120;Altentreptow, Stadt;Altentreptow;Eiskellerberg;1307100400120
13071004 0120;Altentreptow, Stadt;Altentreptow;Eiskellerweg;1307100400102
13071004 0120;Altentreptow, Stadt;Altentreptow;Ernst-Moritz-Arndt-Straße;1307100400401
13071004 0120;Altentreptow, Stadt;Altentreptow;Eschenweg;1307100400520
13071004 0120;Altentreptow, Stadt;Altentreptow;Feldstraße;1307100400403
13071004 0120;Altentreptow, Stadt;Altentreptow;Fichtestraße;1307100400404
13071004 0120;Altentreptow, Stadt;Altentreptow;Friedenstraße;1307100400405
13071004 0120;Altentreptow, Stadt;Altentreptow;Friedrichshof;1307100400513
13071004 0120;Altentreptow, Stadt;Altentreptow;Fritz-Peters-Straße;1307100400104
13071004 0120;Altentreptow, Stadt;Altentreptow;Fritz-Reuter-Str.;1307100400105
13071004 0120;Altentreptow, Stadt;Altentreptow;Fritz-Reuter-Straße;1307100400105
13071004 0120;Altentreptow, Stadt;Altentreptow;Ganzkower Weg;1307100400106
13071004 0120;Altentreptow, Stadt;Altentreptow;Gartenstraße;1307100400303
13071004 0120;Altentreptow, Stadt;Altentreptow;Gewerbehof;1307100400119
13071004 0120;Altentreptow, Stadt;Altentreptow;Grapzower Landweg;1307100400118
13071004 0120;Altentreptow, Stadt;Altentreptow;Grüner Gang;1307100400502
13071004 0120;Altentreptow, Stadt;Altentreptow;Heidbergtrift;1307100400604
13071004 0120;Altentreptow, Stadt;Altentreptow;Holländer Gang;1307100400503
13071004 0120;Altentreptow, Stadt;Altentreptow;Hospitalgasse;1307100400107
13071004 0120;Altentreptow, Stadt;Altentreptow;Hospitalstraße;1307100400101
13071004 0120;Altentreptow, Stadt;Altentreptow;Jahnstraße;1307100400406
13071004 0120;Altentreptow, Stadt;Altentreptow;Karl-Havermann-Straße;1307100400108
13071004 0120;Altentreptow, Stadt;Altentreptow;Karl-Liebknecht-Straße;1307100400305
13071004 0120;Altentreptow, Stadt;Altentreptow;Karlsplatz;1307100400306
13071004 0120;Altentreptow, Stadt;Altentreptow;Kirchengasse;1307100400109
13071004 0120;Altentreptow, Stadt;Altentreptow;Klatzow;1307100400602
13071004 0120;Altentreptow, Stadt;Altentreptow;Klosterberg;1307100400307
13071004 0120;Altentreptow, Stadt;Altentreptow;Loickenzin;1307100400603
13071004 0120;Altentreptow, Stadt;Altentreptow;Loickenziner Chaussee;1307100400309
13071004 0120;Altentreptow, Stadt;Altentreptow;Loickenziner Straße;1307100400308
13071004 0120;Altentreptow, Stadt;Altentreptow;Mauerstr.;1307100400205
13071004 0120;Altentreptow, Stadt;Altentreptow;Mauerstraße;1307100400205
13071004 0120;Altentreptow, Stadt;Altentreptow;Mittelstraße;1307100400206
13071004 0120;Altentreptow, Stadt;Altentreptow;Mühlengasse;1307100400110
13071004 0120;Altentreptow, Stadt;Altentreptow;Mühlenstraße;1307100400111
13071004 0120;Altentreptow, Stadt;Altentreptow;Neddeminer Straße;1307100400112
13071004 0120;Altentreptow, Stadt;Altentreptow;Nordkreuzung;1307100400310
13071004 0120;Altentreptow, Stadt;Altentreptow;Oberbaustraße;1307100400103
13071004 0120;Altentreptow, Stadt;Altentreptow;Onkel-Bräsig-Straße;1307100400113
13071004 0120;Altentreptow, Stadt;Altentreptow;Pestalozzistraße;1307100400504
13071004 0120;Altentreptow, Stadt;Altentreptow;Poststraße;1307100400402
13071004 0120;Altentreptow, Stadt;Altentreptow;Rathausstraße;1307100400208
13071004 0120;Altentreptow, Stadt;Altentreptow;Reitbahn;1307100400209
13071004 0120;Altentreptow, Stadt;Altentreptow;Reutershof;1307100400116
13071004 0120;Altentreptow, Stadt;Altentreptow;Rosemarsow;1307100400701
13071004 0120;Altentreptow, Stadt;Altentreptow;Rotdornweg;1307100400519
13071004 0120;Altentreptow, Stadt;Altentreptow;Rudolf-Breitscheid-Straße;1307100400505
13071004 0120;Altentreptow, Stadt;Altentreptow;Schulstraße;1307100400311
13071004 0120;Altentreptow, Stadt;Altentreptow;Stadtförsterei;1307100400512
13071004 0120;Altentreptow, Stadt;Altentreptow;St. Georg;1307100400304
13071004 0120;Altentreptow, Stadt;Altentreptow;Stralsunder Straße;1307100400312
13071004 0120;Altentreptow, Stadt;Altentreptow;Straße der Zukunft;1307100400506
13071004 0120;Altentreptow, Stadt;Altentreptow;Straße des 8.Mai;1307100400507
13071004 0120;Altentreptow, Stadt;Altentreptow;Teetzlebener Chaussee;1307100400509
13071004 0120;Altentreptow, Stadt;Altentreptow;Teetzlebener Straße;1307100400508
13071004 0120;Altentreptow, Stadt;Altentreptow;Thalberg;1307100400514
13071004 0120;Altentreptow, Stadt;Altentreptow;Tollensestr.;1307100400210
13071004 0120;Altentreptow, Stadt;Altentreptow;Tollensestraße;1307100400210
13071004 0120;Altentreptow, Stadt;Altentreptow;Trostfelde;1307100400515
13071004 0120;Altentreptow, Stadt;Altentreptow;Trostfelder Weg;1307100400516
13071004 0120;Altentreptow, Stadt;Altentreptow;Uns Hüsung;1307100400121
13071004 0120;Altentreptow, Stadt;Altentreptow;Unterbaustr.;1307100400204
13071004 0120;Altentreptow, Stadt;Altentreptow;Unterbaustraße;1307100400204
13071004 0120;Altentreptow, Stadt;Altentreptow;Waidmannslust;1307100400117
13071004 0120;Altentreptow, Stadt;Altentreptow;Wallstraße;1307100400114
13071004 0120;Altentreptow, Stadt;Altentreptow;Westphalstraße;1307100400211
13071004 0120;Altentreptow, Stadt;Altentreptow;Zehntfeldweg;1307100400510
13071005 0170;Ankershagen;Ankershagen;Lindenallee;1307100500102
13071005 0170;Ankershagen;Ankershagen;Mühlenstraße;1307100500104
13071005 0170;Ankershagen;Ankershagen;Schulweg;1307100500105
13071005 0170;Ankershagen;Ankershagen;Ulrichshof;1307100500106
13071005 0592;Ankershagen;Bocksee;Ankershagener Straße;1307100500201
13071005 0592;Ankershagen;Bocksee;Klockower Str.;1307100500202
13071005 0592;Ankershagen;Bocksee;Klockower Straße;1307100500202
13071005 0592;Ankershagen;Bocksee;Lindenweg;1307100500205
13071005 0592;Ankershagen;Bocksee;Rethwischer Straße;1307100500203
13071005 0592;Ankershagen;Bocksee;Waldstraße;1307100500204
13071005 0654;Ankershagen;Bornhof;Am Hang;1307100500301
13071005 1332;Ankershagen;Friedrichsfelde;Am Nationalpark;1307100500407
13071005 1332;Ankershagen;Friedrichsfelde;Gartenweg;1307100500401
13071005 1332;Ankershagen;Friedrichsfelde;Heitmoorweg;1307100500408
13071005 1332;Ankershagen;Friedrichsfelde;Klockower Weg;1307100500402
13071005 1332;Ankershagen;Friedrichsfelde;MTS-Siedlung;1307100500403
13071005 1332;Ankershagen;Friedrichsfelde;Ringstr.;1307100500404
13071005 1332;Ankershagen;Friedrichsfelde;Ringstraße;1307100500404
13071005 1332;Ankershagen;Friedrichsfelde;Wendorfer Straße;1307100500405
13071005 4308;Ankershagen;Rumpshagen;Marihner Weg;1307100500502
13071005 4308;Ankershagen;Rumpshagen;Oberdorf;1307100500504
13071005 4308;Ankershagen;Rumpshagen;Parkstraße;1307100500503
13071005 4308;Ankershagen;Rumpshagen;Unterdorf;1307100500505
13071005 4308;Ankershagen;Rumpshagen;Zum Tannenberg;1307100500506
13071006 0428;Bartow;Bartow;An der Kleinbahn;1307100600109
13071006 0428;Bartow;Bartow;Dorfstraße;1307100600101
13071006 0428;Bartow;Bartow;Lange Straße;1307100600106
13071006 0428;Bartow;Bartow;Mauerstraße;1307100600102
13071006 0428;Bartow;Bartow;Pfalz;1307100600108
13071006 0428;Bartow;Bartow;Pfalzer Weg;1307100600103
13071006 0428;Bartow;Bartow;Ringstraße;1307100600104
13071006 0428;Bartow;Bartow;Schulstraße;1307100600105
13071006 0428;Bartow;Bartow;Straße der Zukunft;1307100600107
13071006 1678;Bartow;Groß Below;Groß Below;1307100600201
13071006 3986;Bartow;Pritzenow;Pritzenow;1307100600301
13071007 0431;Basedow;Basedow;Am Dröbel;1307100700113
13071007 0431;Basedow;Basedow;Am Marstall;1307100700111
13071007 0431;Basedow;Basedow;Brauereiweg;1307100700110
13071007 0431;Basedow;Basedow;Gessiner Straße;1307100700109
13071007 0431;Basedow;Basedow;Kirchsteig;1307100700112
13071007 0431;Basedow;Basedow;Randowberg;1307100700114
13071007 0431;Basedow;Basedow;Schloßstraße;1307100700108
13071007 0431;Basedow;Basedow;Wargentiner Straße;1307100700107
13071007 0432;Basedow;Basedow-Höhe;Basedow-Höhe;1307100700104
13071007 1456;Basedow;Gessin;Gessin;1307100700201
13071007 3389;Basedow;Neu Basedow;Neu Basedow;1307100700103
13071007 3621;Basedow;Neuhäuser;Neuhäuser Erholungsgebiet;1307100700102
13071007 4569;Basedow;Seedorf;Bungalowsiedlung;1307100700106
13071007 4569;Basedow;Seedorf;Campingplatz;1307100700115
13071007 4569;Basedow;Seedorf;Seedorf;1307100700105
13071007 4776;Basedow;Stöckersoll;Stöckersoll;1307100700301
13071007 4897;Basedow;Teerofen;Teerofen;1307100700303
13071008 0467;Beggerow;Beggerow;Dorfstraße;1307100800101
13071008 0810;Beggerow;Buschmühl;OT Buschmühl;1307100800401
13071008 1423;Beggerow;Gatschow;OT Buschmühl;1307100800401
13071008 1423;Beggerow;Gatschow;OT Gatschow;1307100800102
13071008 1489;Beggerow;Glendelin;OT Glendelin;1307100800301
13071008 2252;Beggerow;Johannenhöhe;OT Johannenhöhe;1307100800103
13071008 2366;Beggerow;Kaslin;OT Kaslin;1307100800201
13071009 0528;Beseritz;Beseritz;Dahlener Straße;1307100900104
13071009 0528;Beseritz;Beseritz;Dishleyer Straße;1307100900101
13071009 0528;Beseritz;Beseritz;Dorfstraße;1307100900102
13071009 0528;Beseritz;Beseritz;Salower Weg;1307100900103
13071010 0561;Blankenhof;Blankenhof;Am Dorfteich;1307101000103
13071010 0561;Blankenhof;Blankenhof;An der Linde;1307101000102
13071010 0561;Blankenhof;Blankenhof;Bahnhofstraße;1307101000104
13071010 0561;Blankenhof;Blankenhof;Chemnitzer Straße;1307101000105
13071010 0561;Blankenhof;Blankenhof;Waldstraße;1307101000106
13071010 0868;Blankenhof;Chemnitz;Am Dorfplatz;1307101000316
13071010 0868;Blankenhof;Chemnitz;Am Feldrain;1307101000310
13071010 0868;Blankenhof;Chemnitz;Am Sportplatz;1307101000307
13071010 0868;Blankenhof;Chemnitz;Am Storchennest;1307101000311
13071010 0868;Blankenhof;Chemnitz;An der Bahn;1307101000306
13071010 0868;Blankenhof;Chemnitz;An der Seekoppel;1307101000309
13071010 0868;Blankenhof;Chemnitz;Blankenhofer Straße;1307101000312
13071010 0868;Blankenhof;Chemnitz;Gartenstr.;1307101000303
13071010 0868;Blankenhof;Chemnitz;Gartenstraße;1307101000303
13071010 0868;Blankenhof;Chemnitz;Koppelweg;1307101000313
13071010 0868;Blankenhof;Chemnitz;Lindenweg;1307101000314
13071010 0868;Blankenhof;Chemnitz;Neubrandenburger Straße;1307101000308
13071010 0868;Blankenhof;Chemnitz;Parkstraße;1307101000304
13071010 0868;Blankenhof;Chemnitz;Pinnower Weg;1307101000305
13071010 0868;Blankenhof;Chemnitz;Schloßstraße;1307101000315
13071010 1458;Blankenhof;Gevezin;An der Kirche;1307101000203
13071010 1458;Blankenhof;Gevezin;Bahnhofstraße;1307101000104
13071010 1458;Blankenhof;Gevezin;Hofstraße;1307101000202
13071010 1458;Blankenhof;Gevezin;Kastanienallee;1307101000201
13071010 1458;Blankenhof;Gevezin;Klingelbaumstraße;1307101000204
13071010 1458;Blankenhof;Gevezin;Seestraße;1307101000205
13071011 0562;Blankensee;Blankensee;Am Bahnhof;1307101100307
13071011 0562;Blankensee;Blankensee;Dorfplatz;1307101100315
13071011 0562;Blankensee;Blankensee;Hasenhof;1307101100104
13071011 0562;Blankensee;Blankensee;Kirchstraße;1307101100314
13071011 0562;Blankensee;Blankensee;Lindenstraße;1307101100308
13071011 0562;Blankensee;Blankensee;Rödliner Straße;1307101100309
13071011 0562;Blankensee;Blankensee;Schulstraße;1307101100310
13071011 0562;Blankensee;Blankensee;Siedlungsring;1307101100311
13071011 0562;Blankensee;Blankensee;Tiedtshof;1307101100105
13071011 0562;Blankensee;Blankensee;Warbender Straße;1307101100313
13071011 0562;Blankensee;Blankensee;Watzkendorfer Straße;1307101100312
13071011 1331;Blankensee;Friedrichsfelde;Friedrichsfelde;1307101100103
13071011 1759;Blankensee;Groß Schönfeld;Groß Schönfeld;1307101100301
13071011 2060;Blankensee;Hoffelde;Hoffelde;1307101100302
13071011 3630;Blankensee;Neuhof;Neuhof;1307101100202
13071011 3630;Blankensee;Neuhof;Wanzka Mühle;1307101100205
13071011 4199;Blankensee;Rödlin;Am Kirchsee;1307101100329
13071011 4199;Blankensee;Rödlin;Blankenseer Straße;1307101100328
13071011 4199;Blankensee;Rödlin;Fischerweg;1307101100325
13071011 4199;Blankensee;Rödlin;Inselweg;1307101100330
13071011 4199;Blankensee;Rödlin;Rödlin Ausbau;1307101100326
13071011 4227;Blankensee;Rollenhagen;Rollenhagen;1307101100327
13071011 4878;Blankensee;Tannenhof;Tannenhof;1307101100303
13071011 5248;Blankensee;Wanzka;Am Grünen Hang;1307101100322
13071011 5248;Blankensee;Wanzka;Am Kloster;1307101100318
13071011 5248;Blankensee;Wanzka;Am Wanzkaer See;1307101100317
13071011 5248;Blankensee;Wanzka;An der Landstraße;1307101100316
13071011 5248;Blankensee;Wanzka;Ballwitzer Weg;1307101100320
13071011 5248;Blankensee;Wanzka;Bungalowsiedlung Am See;1307101100206
13071011 5248;Blankensee;Wanzka;Dorfstraße;1307101100306
13071011 5248;Blankensee;Wanzka;Pappelsiedlung;1307101100341
13071011 5248;Blankensee;Wanzka;Trockenwerk;1307101100203
13071011 5248;Blankensee;Wanzka;Uferweg;1307101100319
13071011 5284;Blankensee;Watzkendorf;Am Ring;1307101100336
13071011 5284;Blankensee;Watzkendorf;Am Speicher;1307101100337
13071011 5284;Blankensee;Watzkendorf;Hauptstraße;1307101100333
13071011 5284;Blankensee;Watzkendorf;Koppelweg;1307101100334
13071011 5284;Blankensee;Watzkendorf;Ollendorfer Weg;1307101100335
13071011 5284;Blankensee;Watzkendorf;Zum Mühlenbach;1307101100338
13071012 0580;Blumenholz;Blumenhagen;Blumenhagen;1307101200201
13071012 0580;Blumenholz;Blumenhagen;Bungalowsiedlg. Blumenhagen;1307101200202
13071012 0580;Blumenholz;Blumenhagen;Wilhelminenhof;1307101200621
13071012 0582;Blumenholz;Blumenholz;Am Schulzensee;1307101200105
13071012 0582;Blumenholz;Blumenholz;Dorfstraße;1307101200604
13071012 0582;Blumenholz;Blumenholz;Poitscher Weg;1307101200104
13071012 0582;Blumenholz;Blumenholz;Ziegelei;1307101200603
13071012 0583;Blumenholz;Blumenholz Nebendorf;Blumenholz Nebendorf;1307101200101
13071012 1127;Blumenholz;Ehrenhof;Ehrenhof;1307101200301
13071012 1347;Blumenholz;Friedrichshof;Friedrichshof;1307101200103
13071012 5076;Blumenholz;Usadel;Försterei Zachow;1307101200401
13071012 5076;Blumenholz;Usadel;Gutshof;1307101200611
13071012 5076;Blumenholz;Usadel;Kirschenallee;1307101200402
13071012 5076;Blumenholz;Usadel;Liepser Weg;1307101200609
13071012 5076;Blumenholz;Usadel;Nonnenmühle;1307101200403
13071012 5076;Blumenholz;Usadel;Platz der Jugend;1307101200404
13071012 5076;Blumenholz;Usadel;Prillwitzer Weg;1307101200405
13071012 5076;Blumenholz;Usadel;Pulvermühle;1307101200406
13071012 5076;Blumenholz;Usadel;Rodenskrug;1307101200407
13071012 5076;Blumenholz;Usadel;Usadler Straße;1307101200605
13071012 5299;Blumenholz;Weisdin;Am Langen See;1307101200612
13071012 5299;Blumenholz;Weisdin;Carlshof;1307101200504
13071012 5299;Blumenholz;Weisdin;Carlshofer Weg;1307101200613
13071012 5299;Blumenholz;Weisdin;Chausseehaus;1307101200618
13071012 5299;Blumenholz;Weisdin;Friedhofsweg;1307101200614
13071012 5299;Blumenholz;Weisdin;Hauptstraße;1307101200608
13071012 5299;Blumenholz;Weisdin;Neubauerngasse;1307101200615
13071012 5299;Blumenholz;Weisdin;Schloßallee;1307101200616
13071012 5299;Blumenholz;Weisdin;Schloßplatz;1307101200620
13071012 5299;Blumenholz;Weisdin;Seeweg;1307101200610
13071012 5299;Blumenholz;Weisdin;Zum Wiesengrund;1307101200617
13071012 5326;Blumenholz;Wendfeld;Wendfeld;1307101200602
13071013 0633;Bollewick;Bollewick;Dudel;1307101300101
13071013 0633;Bollewick;Bollewick;Feldstraße;1307101300105
13071013 0633;Bollewick;Bollewick;Röbeler Straße;1307101300102
13071013 0633;Bollewick;Bollewick;Spitzkuhner Straße;1307101300103
13071013 0633;Bollewick;Bollewick;Unterm Regenbogen;1307101300106
13071013 0633;Bollewick;Bollewick;Wiesenweg;1307101300104
13071013 2307;Bollewick;Kambs;Chausseestraße;1307101301101
13071013 2307;Bollewick;Kambs;Dorfstraße;1307101301102
13071013 2307;Bollewick;Kambs;Hofstraße;1307101301103
13071013 2307;Bollewick;Kambs;Wildkuhler Weg;1307101301104
13071013 4682;Bollewick;Spitzkuhn;Eichenallee;1307101300201
13071013 5396;Bollewick;Wildkuhl;Wildkuhler Straße;1307101301202
13071014 0662;Borrentin;Borrentin;Dorfstraße;1307101400101
13071014 1511;Borrentin;Gnevezow;Gnevezow;1307101400201
13071014 2991;Borrentin;Lindenhof;Lindenhof;1307101400301
13071014 3221;Borrentin;Metschow;Metschow;1307101400302
13071014 3283;Borrentin;Moltzahn;Moltzahn;1307101400202
13071014 3853;Borrentin;Pentz;Lindenhof;1307101400301
13071014 3853;Borrentin;Pentz;Metschow;1307101400302
13071014 3853;Borrentin;Pentz;Pentz;1307101400303
13071014 4557;Borrentin;Schwichtenberg;Schwichtenberg;1307101400102
13071014 5492;Borrentin;Wolkwitz;Wolkwitz;1307101400203
13071015 0676;Bredenfelde;Bredenfelde;Dorfstraße;1307101500101
13071016 0684;Breesen;Breesen;Dorfstraße;1307101600101
13071016 0684;Breesen;Breesen;Wolkower Weg;1307101600102
13071016 2305;Breesen;Kalübbe;Am Lindenweg;1307101600202
13071016 2305;Breesen;Kalübbe;Kalübbe;1307101600201
13071016 3885;Breesen;Pinnow;Pinnow;1307101600301
13071017 0555;Breest;Bittersberg;Bittersberg;1307101700202
13071017 0689;Breest;Breest;Dorfstraße;1307101700101
13071017 2588;Breest;Klempenow;Klempenow;1307101700201
13071018 0708;Briggow;Briggow;Am Teich;1307101800103
13071018 0708;Briggow;Briggow;Bredenfelder Weg;1307101800102
13071018 0708;Briggow;Briggow;Dorfstraße;1307101800101
13071018 4862;Briggow;Sülten;Sülten;1307101800201
13071018 4864;Briggow;Sülten Hof;Sülten Hof;1307101800202
13071019 0746;Brunn;Brunn;Am Anger;1307101900103
13071019 0746;Brunn;Brunn;Friedländer Straße;1307101900104
13071019 0746;Brunn;Brunn;Grischower Weg;1307101900105
13071019 0746;Brunn;Brunn;Hinter dem Schloss;1307101900110
13071019 0746;Brunn;Brunn;Hohlweg;1307101900106
13071019 0746;Brunn;Brunn;Parkweg;1307101900107
13071019 0746;Brunn;Brunn;Schloßstraße;1307101900102
13071019 0746;Brunn;Brunn;Uns Hüsung;1307101900108
13071019 0746;Brunn;Brunn;Wiesenstraße;1307101900109
13071019 0901;Brunn;Dahlen;Am Schloß;1307101900204
13071019 0901;Brunn;Dahlen;Am Teich;1307101900203
13071019 0901;Brunn;Dahlen;Am Wald;1307101900205
13071019 0901;Brunn;Dahlen;Birkhof;1307101900206
13071019 0901;Brunn;Dahlen;Dorfstraße;1307101900207
13071019 0901;Brunn;Dahlen;Salower Straße;1307101900208
13071019 0901;Brunn;Dahlen;Wiesensteig;1307101900209
13071019 0901;Brunn;Dahlen;Zum Pfarrhaus;1307101900210
13071019 0901;Brunn;Dahlen;Zum Sportplatz;1307101900211
13071019 1404;Brunn;Ganzkow;Am Pfarrhof;1307101900302
13071019 1404;Brunn;Ganzkow;Brunner Weg;1307101900303
13071019 1404;Brunn;Ganzkow;Neddeminer Straße;1307101900304
13071019 1404;Brunn;Ganzkow;Neubrandenburger Weg;1307101900305
13071019 1404;Brunn;Ganzkow;Rossower Straße;1307101900306
13071019 1404;Brunn;Ganzkow;Schloßallee;1307101900307
13071019 4214;Brunn;Roggenhagen;An der Kirche;1307101900404
13071019 4214;Brunn;Roggenhagen;Bahnhofstraße;1307101900406
13071019 4214;Brunn;Roggenhagen;Birkfeld;1307101900405
13071019 4214;Brunn;Roggenhagen;Brunner Straße;1307101900407
13071019 4214;Brunn;Roggenhagen;Dahlener Straße;1307101900408
13071019 4214;Brunn;Roggenhagen;Parkstraße;1307101900409
13071019 4214;Brunn;Roggenhagen;Rossower Weg;1307101900412
13071019 4214;Brunn;Roggenhagen;Speicherstraße;1307101900410
13071019 4214;Brunn;Roggenhagen;Stavener Straße;1307101900411
13071019 4214;Brunn;Roggenhagen;Wiesenweg;1307101900413
13071020 0764;Buchholz;Buchholz;Am Glambeck See;1307102000103
13071020 0764;Buchholz;Buchholz;Dorfstraße;1307102000101
13071020 0764;Buchholz;Buchholz;Seepromenade;1307102000102
13071021 0402;Burg Stargard, Stadt;Bargensdorf;Am Fuhrweg;1307102100304
13071021 0402;Burg Stargard, Stadt;Bargensdorf;Fünfeichener Weg;1307102100303
13071021 0402;Burg Stargard, Stadt;Bargensdorf;Papiermühlenweg;1307102100112
13071021 0402;Burg Stargard, Stadt;Bargensdorf;Rowaer Weg;1307102100302
13071021 0402;Burg Stargard, Stadt;Bargensdorf;Stargarder Straße;1307102100301
13071021 0402;Burg Stargard, Stadt;Bargensdorf;Strelitzer Straße;1307102100113
13071021 0402;Burg Stargard, Stadt;Bargensdorf;Zum Born;1307102100305
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Ahornweg;1307102100801
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Am Berge;1307102100201
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Am Markt;1307102100101
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Am Rowaer Forst;1307102100306
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Am Winkel;1307102100102
13071021 0798;Burg Stargard, Stadt;Burg Stargard;An den Schanzen;1307102100202
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Bachstraße;1307102100203
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Bahnhofstraße;1307102100103
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Bauhof;1307102100104
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Birkenweg;1307102100804
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Blumenstr.;1307102100701
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Blumenstraße;1307102100701
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Burg;1307102100105
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Burgstraße;1307102100106
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Carl-Stolte-Straße;1307102100209
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Dewitzer Chaussee;1307102100205
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Fichtenweg;1307102100802
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Galgenberg;1307102100206
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Gartenstraße;1307102100702
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Grabenstraße;1307102100208
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Hermann-Löns-Weg;1307102100109
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Johanna-Beckmann-Straße;1307102100906
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Jungfernbrunnen;1307102100110
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Klüschenbergstraße;1307102100210
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Kurze Straße;1307102100211
13071021 0798;Burg Stargard, Stadt;Burg Stargard;Lange Straße;1307102100111
