gemeindeteilschluessel;gemeindename;gemeindeteilname;strassenname;strassenschluessel
13071035 1329;Friedland, Stadt;Friedland;Besendahlweg;1307103510204
13071035 1329;Friedland, Stadt;Friedland;Bresewitzer Straße;1307103510205
13071035 1329;Friedland, Stadt;Friedland;Carl-Leuschner-Straße;1307103510301
13071035 1329;Friedland, Stadt;Friedland;Dr.-Karl-Beyer-Straße;1307103510401
13071035 1329;Friedland, Stadt;Friedland;Dr.-Koeppler-Straße;1307103510402
13071035 1329;Friedland, Stadt;Friedland;Eichenstraße;1307103510501
13071035 1329;Friedland, Stadt;Friedland;Emilie-Mayer-Weg;1307103512305
13071035 1329;Friedland, Stadt;Friedland;Färberstraße;1307103510601
13071035 1329;Friedland, Stadt;Friedland;Feldstraße;1307103510602
13071035 1329;Friedland, Stadt;Friedland;Friederike-Krüger-Straße;1307103510603
13071035 1329;Friedland, Stadt;Friedland;Fritz-Reuter-Straße;1307103510604
13071035 1329;Friedland, Stadt;Friedland;Galgenberg;1307103510701
13071035 1329;Friedland, Stadt;Friedland;Gartenstraße;1307103510702
13071035 1329;Friedland, Stadt;Friedland;Hagedornstraße;1307103510801
13071035 1329;Friedland, Stadt;Friedland;Heinrichshöh;1307103510802
13071035 1329;Friedland, Stadt;Friedland;Hinter dem Rathaus;1307103510804
13071035 1329;Friedland, Stadt;Friedland;Jahnstraße;1307103510901
13071035 1329;Friedland, Stadt;Friedland;Kurze Gasse;1307103511101
13071035 1329;Friedland, Stadt;Friedland;Lessingstraße;1307103511201
13071035 1329;Friedland, Stadt;Friedland;Lübbersdorfer Chaussee;1307103511202
13071035 1329;Friedland, Stadt;Friedland;Marienstraße;1307103511301
13071035 1329;Friedland, Stadt;Friedland;Mohrmannshofer Straße;1307103511302
13071035 1329;Friedland, Stadt;Friedland;Molkereistraße;1307103511303
13071035 1329;Friedland, Stadt;Friedland;Mühlenstraße;1307103511304
13071035 1329;Friedland, Stadt;Friedland;Neubrandenburger Straße;1307103511401
13071035 1329;Friedland, Stadt;Friedland;Pasewalker Straße;1307103511601
13071035 1329;Friedland, Stadt;Friedland;Pleetzer Weg;1307103511602
13071035 1329;Friedland, Stadt;Friedland;Poggenpuhl;1307103511603
13071035 1329;Friedland, Stadt;Friedland;Rektor-Wegner-Straße;1307103511801
13071035 1329;Friedland, Stadt;Friedland;Riemannstraße;1307103511802
13071035 1329;Friedland, Stadt;Friedland;Rudolf-Breitscheid-Straße;1307103511803
13071035 1329;Friedland, Stadt;Friedland;Salower Chaussee;1307103511901
13071035 1329;Friedland, Stadt;Friedland;Salower Straße;1307103511902
13071035 1329;Friedland, Stadt;Friedland;Sauerstraße;1307103511903
13071035 1329;Friedland, Stadt;Friedland;Schröderweg;1307103511904
13071035 1329;Friedland, Stadt;Friedland;Schulstraße;1307103511905
13071035 1329;Friedland, Stadt;Friedland;Schwanbecker Straße;1307103511906
13071035 1329;Friedland, Stadt;Friedland;Turmstraße;1307103512001
13071035 1329;Friedland, Stadt;Friedland;Verwaltergang;1307103512201
13071035 1329;Friedland, Stadt;Friedland;Verwalterweg;1307103512202
13071035 1329;Friedland, Stadt;Friedland;Vor dem Walltor;1307103512204
13071035 1329;Friedland, Stadt;Friedland;Voßweg;1307103512203
13071035 1329;Friedland, Stadt;Friedland;Wallpromenade;1307103512301
13071035 1329;Friedland, Stadt;Friedland;Wiesenweg;1307103512302
13071035 1329;Friedland, Stadt;Friedland;Woldegker Chaussee;1307103512303
13071035 1329;Friedland, Stadt;Friedland;Wollweberstraße;1307103512304
13071035 1329;Friedland, Stadt;Friedland;Zum Glockshimmelsberg;1307103512601
13071035 1329;Friedland, Stadt;Friedland;Zum Jungfernholz;1307103512602
13071035 1329;Friedland, Stadt;Friedland;Zum Schöpfwerk;1307103512603
13071035 1329;Friedland, Stadt;Friedland;Zur Bullenwiese;1307103512604
13071035 1329;Friedland, Stadt;Friedland;Zur Pferdehutung;1307103512605
13071035 1439;Friedland, Stadt;Genzkow;Am Wald;1307103800101
13071035 1439;Friedland, Stadt;Genzkow;Dorfstraße;1307103800102
13071035 1439;Friedland, Stadt;Genzkow;Genzkow;1307103550101
13071035 1439;Friedland, Stadt;Genzkow;Genzkow;1307103800104
13071035 1439;Friedland, Stadt;Genzkow;Neubrandenburger Straße;1307103800103
13071035 1497;Friedland, Stadt;Glienke;An der B 197;1307103540102
13071035 1497;Friedland, Stadt;Glienke;Glienker Dorfstraße;1307103540101
13071035 1946;Friedland, Stadt;Heinrichswalde;Heinrichswalde;1307103501203
13071035 2102;Friedland, Stadt;Hohenstein;Lindenweg;1307103501303
13071035 2236;Friedland, Stadt;Jatzke;Am Dorfplatz;1307103530304
13071035 2236;Friedland, Stadt;Jatzke;Am Feldrain;1307103530301
13071035 2236;Friedland, Stadt;Jatzke;Genzkower Straße;1307103530302
13071035 2236;Friedland, Stadt;Jatzke;Kublanker Weg;1307103530305
13071035 2236;Friedland, Stadt;Jatzke;Lindenstraße;1307103530306
13071035 2236;Friedland, Stadt;Jatzke;Parkstraße;1307103530307
13071035 2236;Friedland, Stadt;Jatzke;Rotdornstraße;1307103530308
13071035 2236;Friedland, Stadt;Jatzke;Sadelkower Weg;1307103530309
13071035 2973;Friedland, Stadt;Liepen;Liepen;1307103530201
13071035 4069;Friedland, Stadt;Ramelow;Fritz-Bachert-Straße;1307103502202
13071035 4069;Friedland, Stadt;Ramelow;Meierei;1307103502203
13071035 4069;Friedland, Stadt;Ramelow;Rotdornweg;1307103502205
13071035 4069;Friedland, Stadt;Ramelow;Waldstraße;1307103502206
13071035 4524;Friedland, Stadt;Schwanbeck;Birkenweg;1307103502105
13071035 4524;Friedland, Stadt;Schwanbeck;Elsterweg;1307103502106
13071035 4524;Friedland, Stadt;Schwanbeck;Friedländer Straße;1307103502102
13071036 0010;Fünfseen;Adamshoffnung;An den Teichen;1307103601301
13071036 1820;Fünfseen;Grüssow;Bruchmühle;1307103602101
13071036 1820;Fünfseen;Grüssow;Hauptstraße;1307103602104
13071036 1820;Fünfseen;Grüssow;Hof;1307103602103
13071036 2672;Fünfseen;Kogel;Ahornweg;1307103603106
13071036 2672;Fünfseen;Kogel;Am Seeufer;1307103603109
13071036 2672;Fünfseen;Kogel;Birkenweg;1307103603104
13071036 2672;Fünfseen;Kogel;Friedrich-Blohm-Ring;1307103603105
13071036 2672;Fünfseen;Kogel;Kirschenweg;1307103603108
13071036 2672;Fünfseen;Kogel;Lindenstraße;1307103603107
13071036 2672;Fünfseen;Kogel;Malchower Straße;1307103603102
13071036 2672;Fünfseen;Kogel;Woldzegartener Straße;1307103603103
13071036 2934;Fünfseen;Lenz-Süd;Am Strande;1307103601105
13071036 2934;Fünfseen;Lenz-Süd;Kiefernhain;1307103601109
13071036 2934;Fünfseen;Lenz-Süd;Zum Hafen;1307103601107
13071036 2934;Fünfseen;Lenz-Süd;Zur Lenzer Höh;1307103601108
13071036 3429;Fünfseen;Neu Grüssow;Lindenallee;1307103602202
13071036 3867;Fünfseen;Petersdorf;Am Park;1307103601206
13071036 3867;Fünfseen;Petersdorf;Gartenweg;1307103601207
13071036 3867;Fünfseen;Petersdorf;Lenzer Straße;1307103601204
13071036 3867;Fünfseen;Petersdorf;Waldstraße;1307103601202
13071036 3867;Fünfseen;Petersdorf;Zum See;1307103601203
13071036 4212;Fünfseen;Rogeez;Bergstraße;1307103604105
13071036 4212;Fünfseen;Rogeez;Chausseestraße;1307103604101
13071036 4212;Fünfseen;Rogeez;Friedhofsweg;1307103604108
13071036 4212;Fünfseen;Rogeez;Gisela-Ring;1307103604104
13071036 4212;Fünfseen;Rogeez;Parkallee;1307103604107
13071036 4212;Fünfseen;Rogeez;Rosenweg;1307103604106
13071036 4212;Fünfseen;Rogeez;Satower Weg;1307103604103
13071036 4386;Fünfseen;Satow;Altes Sägewerk;1307103605202
13071036 4386;Fünfseen;Satow;Am Eulenberg;1307103605104
13071036 4386;Fünfseen;Satow;Dorfstraße;1307103605101
13071036 4386;Fünfseen;Satow;Waldweg;1307103605103
13071036 4387;Fünfseen;Satow Hütte;Satow Hütte;1307103605201
13071037 1349;Galenbeck;Friedrichshof;Hangstraße;1307103703202
13071037 1393;Galenbeck;Galenbeck;Burgstraße;1307103703302
13071037 1393;Galenbeck;Galenbeck;Voßecken;1307103703304
13071037 1393;Galenbeck;Galenbeck;Zum Fischerhaus;1307103703305
13071037 2606;Galenbeck;Klockow;Am Bahndamm;1307103702202
13071037 2606;Galenbeck;Klockow;Am Sandberg;1307103702203
13071037 2606;Galenbeck;Klockow;Am Thingplatz;1307103702204
13071037 2606;Galenbeck;Klockow;Kirchstraße;1307103702205
13071037 2606;Galenbeck;Klockow;Lindenstr.;1307103702206
13071037 2606;Galenbeck;Klockow;Lindenstraße;1307103702206
13071037 2606;Galenbeck;Klockow;Steegenweg;1307103702207
13071037 2699;Galenbeck;Kotelow;Am Anger;1307103701104
13071037 2699;Galenbeck;Kotelow;Am Berge;1307103701105
13071037 2699;Galenbeck;Kotelow;Am Eschholz;1307103701109
13071037 2699;Galenbeck;Kotelow;Am Fuchsberg;1307103701106
13071037 2699;Galenbeck;Kotelow;Am Torhaus;1307103701107
13071037 2699;Galenbeck;Kotelow;Mühlendamm;1307103701103
13071037 2699;Galenbeck;Kotelow;Sandhagener Straße;1307103701102
13071037 2699;Galenbeck;Kotelow;Schlossallee;1307103701108
13071037 3050;Galenbeck;Lübbersdorf;Alte Mühle;1307103701207
13071037 3050;Galenbeck;Lübbersdorf;Alter Bahndamm;1307103701206
13071037 3050;Galenbeck;Lübbersdorf;An der Schmiede;1307103701208
13071037 3050;Galenbeck;Lübbersdorf;Baumschulenweg;1307103701209
13071037 3050;Galenbeck;Lübbersdorf;Hauptstraße;1307103701210
13071037 3050;Galenbeck;Lübbersdorf;Kotelower Straße;1307103701203
13071037 3050;Galenbeck;Lübbersdorf;Luisenstraße;1307103701211
13071037 3050;Galenbeck;Lübbersdorf;Meierei;1307103701204
13071037 3050;Galenbeck;Lübbersdorf;Pasewalker Landstraße;1307103701212
13071037 3050;Galenbeck;Lübbersdorf;Zum Eiskellerberg;1307103701213
13071037 4223;Galenbeck;Rohrkrug;Gehrener Straße;1307103703303
13071037 4357;Galenbeck;Sandhagen;Ausbau;1307103701303
13071037 4357;Galenbeck;Sandhagen;Dorfstraße;1307103701301
13071037 4357;Galenbeck;Sandhagen;Mecklenburger Hof;1307103701302
13071037 4558;Galenbeck;Schwichtenberg;Am Höschken;1307103702104
13071037 4558;Galenbeck;Schwichtenberg;Am Mürgen;1307103702105
13071037 4558;Galenbeck;Schwichtenberg;Ruth-Siedel-Straße;1307103702106
13071037 4558;Galenbeck;Schwichtenberg;Schultendamm;1307103702107
13071037 4558;Galenbeck;Schwichtenberg;Wiesenstraße;1307103702108
13071037 4558;Galenbeck;Schwichtenberg;Zur Kleinbahn;1307103702109
13071037 5444;Galenbeck;Wittenborn;Akazienweg;1307103703103
13071037 5444;Galenbeck;Wittenborn;Bergstraße;1307103703104
13071037 5444;Galenbeck;Wittenborn;Matzdorfer Straße;1307103703102
13071037 5444;Galenbeck;Wittenborn;Zur Quelle;1307103703105
13071039 0872;Gielow;Christinenhof;Christinenhof;1307103900301
13071039 1461;Gielow;Gielow;Am Bornbruch;1307103900105
13071039 1461;Gielow;Gielow;Am Dornbusch;1307103900110
13071039 1461;Gielow;Gielow;Am Sonnenberg;1307103900101
13071039 1461;Gielow;Gielow;An den Tannen;1307103900109
13071039 1461;Gielow;Gielow;August-Bebel-Straße;1307103900102
13071039 1461;Gielow;Gielow;Beethovenstraße;1307103900103
13071039 1461;Gielow;Gielow;Bergstraße;1307103900104
13071039 1461;Gielow;Gielow;Fritz-Reuter-Straße;1307103900106
13071039 1461;Gielow;Gielow;Gielow-Ausbau;1307103900204
13071039 1461;Gielow;Gielow;Gielow-Mühle;1307103900205
13071039 1461;Gielow;Gielow;Hainholzstraße;1307103900107
13071039 1461;Gielow;Gielow;Hinrichsfelder Straße;1307103900202
13071039 1461;Gielow;Gielow;Malchiner Str.;1307103900203
13071039 1461;Gielow;Gielow;Malchiner Straße;1307103900203
13071039 1461;Gielow;Gielow;Straße der Einheit;1307103900201
13071039 1461;Gielow;Gielow;Tannenstraße;1307103900108
13071039 1988;Gielow;Hinrichsfelde;Hinrichsfelde;1307103900208
13071039 2972;Gielow;Liepen;Liepen;1307103900302
13071039 3840;Gielow;Peenhäuser;Peenhäuser;1307103900207
13071041 1512;Gnevkow;Gnevkow;Dorfstraße;1307104100101
13071041 2942;Gnevkow;Letzin;Letzin;1307104100201
13071041 2943;Gnevkow;Letzin-Siedlung;Letzin-Siedlung;1307104100202
13071041 3143;Gnevkow;Marienhöhe;Marienhöhe;1307104100102
13071041 3998;Gnevkow;Prützen;Prützen;1307104100301
13071042 1103;Godendorf;Düsterförde;Bahnhof;1307104200401
13071042 1103;Godendorf;Düsterförde;Düsterförde;1307104200403
13071042 1103;Godendorf;Düsterförde;Düsterförde-Chausseehaus;1307104200409
13071042 1103;Godendorf;Düsterförde;Düsterförde Sägewerk;1307104200410
13071042 1103;Godendorf;Düsterförde;Försterei;1307104200404
13071042 1103;Godendorf;Düsterförde;Posten;1307111900132
13071042 1521;Godendorf;Godendorf;Dorfstraße;1307104200408
13071042 1522;Godendorf;Godendorfer Papiermühle;Bungalowsiedlung;1307104200412
13071042 1522;Godendorf;Godendorfer Papiermühle;Bungalowsiedlung 1;1307104200203
13071042 1522;Godendorf;Godendorfer Papiermühle;Godendorfer Papiermühle;1307104200201
13071042 1522;Godendorf;Godendorfer Papiermühle;Godendorfer Teerofen;1307104200301
13071042 4899;Godendorf;Godendorfer Teerofen;Godendorfer Teerofen;1307104200301
13071042 4899;Godendorf;Godendorfer Teerofen;Godendorfer-Teerofen 1. Bungalowsiedlung;1307104200204
13071042 4899;Godendorf;Godendorfer Teerofen;Godendorfer-Teerofen 2. Bungalowsiedlung;1307104200303
13071042 4899;Godendorf;Godendorfer Teerofen;Schneidemühle;1307104200302
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Am Eschenwald;1307104300518
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Am Lorenweg;1307104300516
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Am Schloßpark;1307104300519
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;An der Pferdekoppel;1307104300536
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;An der Therme;1307104300524
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Kirchweg;1307104300531
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Marktplatz;1307104300534
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Penkower Straße;1307104300103
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Schloßstraße;1307104300526
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Tannenweg;1307104300530
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Tau de Deel;1307104300529
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Teichgasse;1307104300106
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Untergöhrener Straße;1307104300521
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Wendhofer Straße;1307104300104
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Zum Adlerhorst;1307104300527
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Zum Burgwall;1307104300528
13071043 1532;Göhren-Lebbin;Göhren-Lebbin;Zum Karpfenteich;1307104300533
13071043 3947;Göhren-Lebbin;Poppentin;Forsthofer Straße;1307104300201
13071043 3947;Göhren-Lebbin;Poppentin;Kirchpoppentiner Straße;1307104300203
13071043 3947;Göhren-Lebbin;Poppentin;Ringstraße;1307104300202
13071043 4208;Göhren-Lebbin;Roez;Malchower Straße;1307104300301
13071043 5070;Göhren-Lebbin;Untergöhren;Am Abhang;1307104300501
13071043 5070;Göhren-Lebbin;Untergöhren;Am Ahorneck;1307104300537
13071043 5070;Göhren-Lebbin;Untergöhren;Am Busch;1307104300502
13071043 5070;Göhren-Lebbin;Untergöhren;Bergweg;1307104300503
13071043 5070;Göhren-Lebbin;Untergöhren;Eichenweg;1307104300540
13071043 5070;Göhren-Lebbin;Untergöhren;Gartenweg;1307104300504
13071043 5070;Göhren-Lebbin;Untergöhren;Heckenweg;1307104300505
13071043 5070;Göhren-Lebbin;Untergöhren;Laschendorfer Weg;1307104300506
13071043 5070;Göhren-Lebbin;Untergöhren;Lindenweg;1307104300507
13071043 5070;Göhren-Lebbin;Untergöhren;Mittelweg;1307104300508
13071043 5070;Göhren-Lebbin;Untergöhren;Parkweg;1307104300509
13071043 5070;Göhren-Lebbin;Untergöhren;Rosenweg;1307104300510
13071043 5070;Göhren-Lebbin;Untergöhren;Seeblick;1307104300512
13071043 5070;Göhren-Lebbin;Untergöhren;Seegasse;1307104300532
13071043 5070;Göhren-Lebbin;Untergöhren;Seerosenweg;1307104300538
13071043 5070;Göhren-Lebbin;Untergöhren;Strandblick;1307104300541
13071043 5070;Göhren-Lebbin;Untergöhren;Strandweg;1307104300511
13071043 5070;Göhren-Lebbin;Untergöhren;Waldweg;1307104300514
13071043 5070;Göhren-Lebbin;Untergöhren;Zum Fleesensee;1307104300535
13071043 5070;Göhren-Lebbin;Untergöhren;Zur Seetreppe;1307104300513
13071043 5328;Göhren-Lebbin;Wendhof;Grabenitzer Weg;1307104300401
13071043 5328;Göhren-Lebbin;Wendhof;Seestraße;1307104300402
13071044 1552;Golchen;Golchen;Dorfstraße;1307104400101
13071044 1552;Golchen;Golchen;Pflegeheim;1307104400301
13071044 3045;Golchen;Ludwigshöhe;Ludwigshöhe;1307104400201
13071044 4225;Golchen;Rohrsoll;Rohrsoll;1307104400102
13071044 5033;Golchen;Tückhude;Tückhude;1307104400103
13071045 1585;Gotthun;Gotthun;Dorfstraße;1307104500101
13071045 1585;Gotthun;Gotthun;Kirchweg;1307104500102
13071045 1585;Gotthun;Gotthun;Lindenallee;1307104500103
13071045 1585;Gotthun;Gotthun;Müritzweg;1307104500110
13071045 1585;Gotthun;Gotthun;Neubaustraße;1307104500104
13071045 1585;Gotthun;Gotthun;Reitweg;1307104500105
13071045 1585;Gotthun;Gotthun;Röbeler Straße;1307104500106
13071045 1585;Gotthun;Gotthun;Schinderweg;1307104500111
13071045 1585;Gotthun;Gotthun;Schloßstraße;1307104500107
13071045 1585;Gotthun;Gotthun;Wiesenweg;1307104500108
13071047 0455;Grabowhöfe;Baumgarten;Am Dreieck;1307104700202
13071047 0455;Grabowhöfe;Baumgarten;Ausbau;1307104700204
13071047 0455;Grabowhöfe;Baumgarten;Lindenweg;1307104700203
13071047 0455;Grabowhöfe;Baumgarten;Teterower Chaussee;1307104700304
13071047 1596;Grabowhöfe;Grabowhöfe;Alte Ziegelei;1307104700108
13071047 1596;Grabowhöfe;Grabowhöfe;Am Mönchberg;1307104700106
13071047 1596;Grabowhöfe;Grabowhöfe;Am Sportplatz;1307104700110
13071047 1596;Grabowhöfe;Grabowhöfe;An der Gärtnerei;1307104700107
13071047 1596;Grabowhöfe;Grabowhöfe;Ausbau;1307104700204
13071047 1596;Grabowhöfe;Grabowhöfe;Bahnhofstraße;1307104700101
13071047 1596;Grabowhöfe;Grabowhöfe;Halbring;1307104700109
13071047 1596;Grabowhöfe;Grabowhöfe;Hofstraße;1307104700103
13071047 1596;Grabowhöfe;Grabowhöfe;KAP-Straße;1307104700104
13071047 1596;Grabowhöfe;Grabowhöfe;Straße der Freundschaft;1307104700105
13071047 1596;Grabowhöfe;Grabowhöfe;Tarpstraße;1307104700102
13071047 3032;Grabowhöfe;Louisenfeld;Bauernwald;1307104700506
13071047 3032;Grabowhöfe;Louisenfeld;Wieseneck;1307104700505
13071047 3032;Grabowhöfe;Louisenfeld;Zum Burgwall;1307104700507
13071047 3032;Grabowhöfe;Louisenfeld;Zum Gutshaus;1307104700504
13071047 3032;Grabowhöfe;Louisenfeld;Zum Mühlenberg;1307104700508
13071047 3783;Grabowhöfe;Panschenhagen;Gesindeweg;1307104700302
13071047 3783;Grabowhöfe;Panschenhagen;Kalkberger Tannen;1307104700305
13071047 3783;Grabowhöfe;Panschenhagen;Teterower Chaussee;1307104700304
13071047 3783;Grabowhöfe;Panschenhagen;Von-Hahn-Allee;1307104700303
13071047 4660;Grabowhöfe;Sommerstorf;Kirchenstraße;1307104700403
13071047 4660;Grabowhöfe;Sommerstorf;Krähenberg;1307104700405
13071047 4660;Grabowhöfe;Sommerstorf;Voßstr.;1307104700402
13071047 4660;Grabowhöfe;Sommerstorf;Voßstraße;1307104700402
13071047 4660;Grabowhöfe;Sommerstorf;Zum Reiterhof;1307104700404
13071047 4668;Grabowhöfe;Sophienhof;Alter Gutshof;1307104700605
13071047 4668;Grabowhöfe;Sophienhof;Am Bahnhof;1307104700607
13071047 4668;Grabowhöfe;Sophienhof;Dorfplatz;1307104700603
13071047 4668;Grabowhöfe;Sophienhof;Walnussallee;1307104700606
13071047 4668;Grabowhöfe;Sophienhof;Zum Flachsee;1307104700602
13071047 4668;Grabowhöfe;Sophienhof;Zum Park;1307104700608
13071047 5103;Grabowhöfe;Vielist;Am Flugplatz;1307104701103
13071047 5103;Grabowhöfe;Vielist;Am Wiesengrund;1307104701105
13071047 5103;Grabowhöfe;Vielist;Dorfstraße;1307104701101
13071047 5103;Grabowhöfe;Vielist;Gartenstraße;1307104701108
13071047 5103;Grabowhöfe;Vielist;Kastanienallee;1307104701109
13071047 5103;Grabowhöfe;Vielist;Parkstraße;1307104701107
13071047 5103;Grabowhöfe;Vielist;Schwenziner Straße;1307104701102
13071047 5103;Grabowhöfe;Vielist;Zu den Buchen;1307104701106
13071048 1611;Grammentin;Grammentin;Altes Forsthaus;1307104800102
13071048 1611;Grammentin;Grammentin;Dorfstraße;1307104800101
13071049 1630;Grapzow;Grapzow;Kurze Straße;1307104900102
13071049 1630;Grapzow;Grapzow;Lange Straße;1307104900101
13071049 1630;Grapzow;Grapzow;Pfarrhof;1307104900103
13071049 2398;Grapzow;Kessin;Dorfstraße;1307104900201
13071050 1666;Grischow;Grischow;Dorfstraße;1307105000101
13071050 1666;Grischow;Grischow;Oberstriet;1307105000102
13071050 1666;Grischow;Grischow;Unterstriet;1307105000103
13071053 1707;Groß Kelle;Groß Kelle;Alte Eichen;1307105300103
13071053 1707;Groß Kelle;Groß Kelle;Dorfstraße;1307105300101
13071053 1707;Groß Kelle;Groß Kelle;Lindenallee;1307105300102
13071054 0354;Groß Miltzow;Badresch;Badresch;1307105400301
13071054 1569;Groß Miltzow;Golm;Am alten Bahndamm;1307105400610
13071054 1569;Groß Miltzow;Golm;Friedländer Chaussee;1307105400608
13071054 1569;Groß Miltzow;Golm;Kublanker Straße;1307105400614
13071054 1569;Groß Miltzow;Golm;Lindower Weg;1307105400615
13071054 1569;Groß Miltzow;Golm;Neetzkaer Weg;1307105400617
13071054 1569;Groß Miltzow;Golm;Schwarzer Weg;1307105400619
13071054 1569;Groß Miltzow;Golm;Torfweg;1307105400625
13071054 1569;Groß Miltzow;Golm;Woldegker Chaussee;1307105400620
13071054 1732;Groß Miltzow;Groß Miltzow;Dorfstraße;1307105400606
13071054 2121;Groß Miltzow;Holzendorf;Am Teich;1307105400611
13071054 2121;Groß Miltzow;Holzendorf;Feldstraße;1307105400612
13071054 2121;Groß Miltzow;Holzendorf;Hauptstraße;1307105400613
13071054 2121;Groß Miltzow;Holzendorf;Holzendorf Ausbau;1307105400626
13071054 2121;Groß Miltzow;Holzendorf;Kirchstraße;1307105400609
13071054 2121;Groß Miltzow;Holzendorf;Mittelweg;1307105400616
13071054 2121;Groß Miltzow;Holzendorf;Oertzenhof;1307105400627
13071054 2121;Groß Miltzow;Holzendorf;Ringstraße;1307105400618
13071054 2121;Groß Miltzow;Holzendorf;Schulstraße;1307105400202
13071054 2468;Groß Miltzow;Klein Daberkow;Klein Daberkow;1307105400622
13071054 2728;Groß Miltzow;Kreckow;Kreckow;1307105400624
13071054 2997;Groß Miltzow;Lindow;Lindow;1307105400501
13071054 5060;Groß Miltzow;Ulrichshof;Ulrichshof;1307105400601
13071055 1736;Groß Nemerow;Groß Nemerow;Alter Sportplatz;1307105500101
13071055 1736;Groß Nemerow;Groß Nemerow;Am Anger;1307105500102
13071055 1736;Groß Nemerow;Groß Nemerow;Am Graben;1307105500103
13071055 1736;Groß Nemerow;Groß Nemerow;Am Kösterpuhl;1307105500104
13071055 1736;Groß Nemerow;Groß Nemerow;An der Schule;1307105500115
13071055 1736;Groß Nemerow;Groß Nemerow;Backofenstraße;1307105500106
13071055 1736;Groß Nemerow;Groß Nemerow;Gartenweg;1307105500108
13071055 1736;Groß Nemerow;Groß Nemerow;Heckenweg;1307105500116
13071055 1736;Groß Nemerow;Groß Nemerow;Schmaler Weg;1307105500109
13071055 1736;Groß Nemerow;Groß Nemerow;Schwarzer Weg;1307105500118
13071055 1736;Groß Nemerow;Groß Nemerow;Speicherweg;1307105500110
13071055 1736;Groß Nemerow;Groß Nemerow;Stargarder Straße;1307105500111
13071055 1736;Groß Nemerow;Groß Nemerow;Tollenseheim;1307105500112
13071055 1736;Groß Nemerow;Groß Nemerow;Tollensestraße;1307105500113
13071055 1736;Groß Nemerow;Groß Nemerow;Zachower Straße;1307105500114
13071055 2520;Groß Nemerow;Klein Nemerow;Am Charlottenberg;1307105500201
13071055 2520;Groß Nemerow;Klein Nemerow;Am Damm;1307105500206
13071055 2520;Groß Nemerow;Klein Nemerow;Am Hasenberg;1307105500202
13071055 2520;Groß Nemerow;Klein Nemerow;An der Chaussee;1307105500105
13071055 2520;Groß Nemerow;Klein Nemerow;Lindenberg;1307105500204
13071055 2520;Groß Nemerow;Klein Nemerow;Lindenweg;1307105500208
13071055 2520;Groß Nemerow;Klein Nemerow;Schäferkoppel;1307105500205
13071055 2520;Groß Nemerow;Klein Nemerow;Seestraße;1307105500209
13071055 2520;Groß Nemerow;Klein Nemerow;Talweg;1307105500210
13071055 2520;Groß Nemerow;Klein Nemerow;Weidenweg;1307105500211
13071055 2742;Groß Nemerow;Krickow;Am Wall;1307105500302
13071055 2742;Groß Nemerow;Krickow;Am Ziegelerberg;1307105500306
13071055 2742;Groß Nemerow;Krickow;Kastanienweg;1307105500303
13071055 2742;Groß Nemerow;Krickow;Krickow;1307105500301
13071055 2742;Groß Nemerow;Krickow;Lindenbogen;1307105500304
13071055 4980;Groß Nemerow;Tollenseheim;Bornmühle;1307105500107
13071055 4980;Groß Nemerow;Tollenseheim;Tollenseheim;1307105500112
13071055 5543;Groß Nemerow;Zachow;Zachow;1307105500401
13071056 0461;Groß Plasten;Beckenkrug;Beckenkrug;1307105600601
13071056 0461;Groß Plasten;Beckenkrug;Beckenkrug;1307114900301
13071056 0849;Groß Plasten;Carolinenhof;Dorfstraße;1307105600401
13071056 0849;Groß Plasten;Carolinenhof;Dorfstraße;1307114900101
13071056 0849;Groß Plasten;Carolinenhof;Hofstraße;1307105600402
13071056 0849;Groß Plasten;Carolinenhof;Hofstraße;1307114900102
13071056 0984;Groß Plasten;Deven;Kastanienweg;1307105600202
13071056 1743;Groß Plasten;Groß Plasten;Am Bahnhof;1307105600301
13071056 1743;Groß Plasten;Groß Plasten;Am Spargelberg;1307105600108
13071056 1743;Groß Plasten;Groß Plasten;Am Wald;1307105600104
13071056 1743;Groß Plasten;Groß Plasten;Ellernbruch;1307105600106
13071056 1743;Groß Plasten;Groß Plasten;Neue Straße;1307105600102
13071056 1743;Groß Plasten;Groß Plasten;Parkallee;1307105600105
13071056 1743;Groß Plasten;Groß Plasten;Schulweg;1307105600103
13071056 1743;Groß Plasten;Groß Plasten;Zum Seeberg;1307105600107
13071056 2528;Groß Plasten;Klein Plasten;Am Bahnhof;1307105600301
